,date,Open,High,Low,Close,Adj Close,Volume,Return,pred
317,2021-01-04,130.67999267578125,130.7100067138672,126.23999786376952,127.9000015258789,124.89275360107422,10508600,1.6031587300433665,1.6422711610794067
318,2021-01-05,127.61000061035156,128.94000244140625,127.52999877929688,128.72999572753906,125.70320129394533,6180700,1.6135622674507342,1.6727663278579712
319,2021-01-06,126.88999938964844,128.97999572753906,126.12000274658205,126.51000213623048,123.53540802001952,13629000,1.5857358244164348,1.6298844814300537
320,2021-01-07,127.7300033569336,130.1699981689453,127.68000030517578,129.9199981689453,126.86524963378906,9826000,1.6284783173330897,1.5539194345474243
321,2021-01-08,130.55999755859375,131.11000061035156,129.27999877929688,130.75999450683594,127.6855010986328,6193800,1.639007226216811,1.6125699281692505
322,2021-01-11,129.49000549316406,130.60000610351562,129.13999938964844,129.67999267578125,126.630859375,8926600,1.6254699756830977,1.6135247945785522
323,2021-01-12,129.52000427246094,129.69000244140625,127.83000183105467,129.05999755859375,126.02546691894533,8544600,1.6176986654966603,1.6086890697479248
324,2021-01-13,129.22999572753906,130.27999877929688,128.97999572753906,129.8800048828125,126.826171875,6802600,1.6279770226885075,1.6025985479354858
325,2021-01-14,130.1999969482422,130.47000122070312,128.5500030517578,128.74000549316406,125.71299743652344,7812400,1.6136877345575047,1.5801360607147217
326,2021-01-15,128.5500030517578,129.1199951171875,127.16000366210938,127.41999816894533,124.42401123046876,6320600,1.5971421423737997,1.643629789352417
327,2021-01-19,128.3000030517578,129.3000030517578,127.8499984741211,129.0800018310547,126.04497528076172,5784800,1.6179494084493682,1.6347256898880005
328,2021-01-20,130.07000732421875,132.10000610351562,129.88999938964844,131.63999938964844,128.5447998046875,5885000,1.6500376210059478,1.6929895877838135
329,2021-01-21,132.35000610351562,133.77999877929688,131.63999938964844,133.33999633789062,130.20481872558594,4472600,1.6713461817260984,1.6242890357971191
330,2021-01-22,132.77999877929688,133.5,132.50999450683594,132.8300018310547,129.7068328857422,5621800,1.6649536708883033,1.6471025943756104
331,2021-01-25,134.3300018310547,134.7899932861328,130.6999969482422,133.94000244140625,130.79071044921875,9102600,1.6788669402206615,1.6469954252243042
332,2021-01-26,134.41000366210938,134.6199951171875,133.52000427246094,134.02999877929688,130.8786163330078,4296700,1.679994996616596,1.7458962202072144
333,2021-01-27,133.38999938964844,133.82000732421875,130.30999755859375,131.5,128.40809631347656,12242300,1.648282802858661,1.59416663646698
334,2021-01-28,132.1699981689453,134.24000549316406,131.72000122070312,132.0399932861328,128.93540954589844,8090800,1.6550513324951008,1.6525256633758545
335,2021-01-29,131.3800048828125,131.89999389648438,128.22999572753906,128.92999267578125,125.89849853515624,9511600,1.6160691231953106,1.586624026298523
336,2021-02-01,130.4600067138672,132.8000030517578,129.5,132.16000366210938,129.0525665283203,5616300,1.6565555989505136,1.6085407733917236
337,2021-02-02,133.44000244140625,134.33999633789062,133.25,133.9499969482422,130.80047607421875,4297500,1.6789922160665989,1.6323350667953491
338,2021-02-03,134.22000122070312,134.5,133.08999633789062,133.49000549316406,130.35130310058594,5787400,1.673226466980156,1.7295804023742676
339,2021-02-04,134.2100067138672,135.6199951171875,133.82000732421875,135.6199951171875,132.43121337890625,4067100,1.6999247579881045,1.7288691997528076
340,2021-02-05,136.02999877929688,136.0500030517578,134.92999267578125,135.32000732421875,132.13827514648438,4706900,1.6961645700016563,1.6208295822143555
341,2021-02-08,135.8699951171875,136.8000030517578,135.67999267578125,136.74000549316406,133.52488708496094,5856600,1.713963494427233,1.597334623336792
342,2021-02-09,136.3800048828125,137.22999572753906,136.33999633789062,136.5800018310547,133.36865234375,5276100,1.7119579333272386,1.6223254203796387
343,2021-02-10,137.1300048828125,137.3000030517578,135.22000122070312,136.3800048828125,133.17333984375,4732200,1.709451077582662,1.672446608543396
344,2021-02-11,137.3000030517578,137.97000122070312,136.77000427246094,137.8800048828125,134.6380615234375,3782900,1.728252782558236,1.7638137340545654
345,2021-02-12,137.52000427246094,138.67999267578125,137.13999938964844,138.58999633789062,135.33139038085938,3377800,1.7371521491406077,1.6592966318130493
346,2021-02-16,139.13999938964844,139.24000549316406,137.77999877929688,138.13999938964844,134.89195251464844,4861100,1.731511675900102,1.6749379634857178
347,2021-02-17,136.8699951171875,137.22000122070312,135.5399932861328,136.9199981689453,133.70066833496094,7637400,1.7162196072191018,1.6719647645950317
348,2021-02-18,135.5,136.47999572753906,134.52999877929688,136.25,133.0464324951172,5477400,1.7078215352813122,1.6242080926895142
349,2021-02-19,136.9499969482422,137.07000732421875,135.44000244140625,136.0500030517578,132.85108947753906,5842800,1.7053146795367358,1.694879174232483
350,2021-02-22,134.3800048828125,134.82000732421875,132.97000122070312,133.0500030517578,129.92164611816406,7131300,1.6677112695855876,1.6519196033477783
351,2021-02-23,130.83999633789062,133.5,128.61000061035156,132.67999267578125,129.5603485107422,12099200,1.663073385634246,1.7627058029174805
352,2021-02-24,131.69000244140625,134.8300018310547,130.67999267578125,134.7100067138672,131.5426025390625,8236100,1.6885185356611565,1.6203651428222656
353,2021-02-25,133.50999450683594,134.39999389648438,129.4199981689453,130.0,126.94338989257812,17156900,1.629481097883087,1.6830652952194214
354,2021-02-26,131.2899932861328,132.6999969482422,129.52999877929688,130.69000244140625,127.61715698242188,17755800,1.6381299127735842,1.656977891921997
355,2021-03-01,132.91000366210938,134.97999572753906,132.07000732421875,134.89999389648438,131.72811889648438,12386900,1.6908999242989622,1.68058180809021
356,2021-03-02,135.08999633789062,135.17999267578125,132.57000732421875,132.75999450683594,129.63845825195312,12401400,1.6640761661842431,1.63278067111969
357,2021-03-03,132.1199951171875,132.5,129.27999877929688,129.4199981689453,126.37700653076172,14944800,1.6222110823412317,1.655227780342102
358,2021-03-04,129.02000427246094,129.9600067138672,124.95999908447266,126.55999755859376,123.58423614501952,38477800,1.5863624905373706,1.7262343168258667
359,2021-03-05,128.13999938964844,129.30999755859375,124.70999908447266,128.9499969482422,125.91803741455078,23042900,1.6163198661480185,1.7014460563659668
