,date,Open,High,Low,Close,Adj Close,Volume,Return,pred
317,2021-01-04,74.38999938964844,74.41999816894531,73.05000305175781,73.33999633789062,67.90889739990234,26703400,1.1358215376260778,1.1508734226226807
318,2021-01-05,73.58000183105469,74.27999877929688,73.5199966430664,74.0999984741211,68.61261749267578,19748500,1.1475917426721125,1.1335824728012085
319,2021-01-06,74.30000305175781,75.31999969482422,74.22000122070312,74.94999694824219,69.39967346191406,25426900,1.1607557271562137,1.117407202720642
320,2021-01-07,74.8499984741211,75.13999938964844,74.77999877929688,75.02999877929688,69.47374725341797,18783700,1.1619947209835764,1.1395066976547241
321,2021-01-08,75.58000183105469,75.7300033569336,74.94999694824219,75.7300033569336,70.12191772460938,25272200,1.1728357397375664,1.1230522394180298
322,2021-01-11,74.3499984741211,74.95999908447266,74.33000183105469,74.73999786376953,69.20523071289062,23190200,1.1575034569771032,1.136350393295288
323,2021-01-12,74.68000030517578,75.12999725341797,74.47000122070312,75.08000183105469,69.52005004882812,20914000,1.1627691216649163,1.1228426694869995
324,2021-01-13,74.95999908447266,75.16000366210938,74.81999969482422,74.9800033569336,69.4274673461914,15580700,1.1612204384591909,1.1034857034683228
325,2021-01-14,75.20999908447266,75.75,75.19999694824219,75.58000183105469,69.98302459716797,22607500,1.1705126558505003,1.100710153579712
326,2021-01-15,74.61000061035156,74.76000213623047,73.97000122070312,74.4000015258789,68.8904037475586,27355900,1.1522379104462446,1.1473008394241333
327,2021-01-19,74.97000122070312,75.0199966430664,74.62999725341797,74.94000244140625,69.39041137695312,20162300,1.1606009415455094,1.1364493370056152
328,2021-01-20,75.05000305175781,75.45999908447266,74.91000366210938,75.44999694824219,69.8626480102539,14419000,1.1684992613417975,1.1096247434616089
329,2021-01-21,75.5,75.56999969482422,75.04000091552734,75.51000213623047,69.91820526123047,20536300,1.1694285657907968,1.1438655853271484
330,2021-01-22,74.86000061035156,75.27999877929688,74.83000183105469,75.1500015258789,69.5848617553711,18854700,1.16385321172462,1.1449717283248901
331,2021-01-25,74.58000183105469,75.06999969482422,74.13999938964844,75.05999755859375,69.50152587890625,21748100,1.1624593141295985,1.0951181650161743
332,2021-01-26,75.16999816894531,75.2699966430664,74.9000015258789,75.16999816894531,69.60337829589844,14175200,1.1641629011029833,1.1037994623184204
333,2021-01-27,73.79000091552734,74.2300033569336,73.18000030517578,73.44999694824219,68.0107421875,31245200,1.1375251245994626,1.1369972229003906
334,2021-01-28,73.63999938964844,74.33999633789062,73.56999969482422,73.91999816894531,68.44595336914062,26658600,1.144804065639024,1.116570234298706
335,2021-01-29,73.04000091552734,73.26000213623047,72.0,72.38999938964844,67.02925109863281,42149500,1.1211088699362508,1.1387516260147095
336,2021-02-01,73.27999877929688,73.33000183105469,72.93000030517578,73.25,67.82556915283203,23243900,1.1344277581880111,1.1683200597763062
337,2021-02-02,73.6500015258789,74.05000305175781,73.47000122070312,73.98999786376953,68.5107650756836,20388500,1.1458881556987277,1.1801977157592773
338,2021-02-03,74.0199966430664,74.20999908447266,73.80999755859375,74.16999816894531,68.67744445800781,11345800,1.148675832731816,1.1621109247207642
339,2021-02-04,73.88999938964844,74.25,73.81999969482422,74.25,68.75151062011719,10500300,1.1499148265591783,1.1227818727493286
340,2021-02-05,74.61000061035156,74.75,74.31999969482422,74.70999908447266,69.17745208740234,10955600,1.157038863831081,1.1644306182861328
341,2021-02-08,75.25,75.43000030517578,75.02999877929688,75.2300033569336,69.65892791748047,16405600,1.1650922055519826,1.1616054773330688
342,2021-02-09,75.33999633789062,75.69000244140625,75.26000213623047,75.63999938964844,70.03857421875,16337600,1.1714418421425448,1.1358152627944946
343,2021-02-10,75.87000274658203,75.93000030517578,75.06999969482422,75.37999725341797,69.7978286743164,15402800,1.167415171282094,1.1641747951507568
344,2021-02-11,75.79000091552734,75.9000015258789,75.5,75.88999938964844,70.27005767822266,12314100,1.175313609235337,1.1549781560897827
