Ticker,MAE,MSE,RMSE,MAPE
EEM,1.1601636198942,1.9013688010992584,1.3789013021602592,89.91569541660705
EFA,1.1413658989838524,1.7688546566315289,1.3299829535116339,93.46403490635181
JPXN,1.1177328935835626,1.6936888242682138,1.301418005203637,92.56249547147718
SPY,1.3272287277407702,2.37511382891745,1.5411404312772572,89.90710516833754
VTI,1.3904396561601686,2.5858608833583387,1.6080612187843903,92.65918206879982
XLK,1.735594897169981,4.0272802098691285,2.006808463672886,91.92892133904306
AGG,0.9550706049722876,1.2473233582481846,1.1168363166767925,94.11688704553632
DBC,1.0952255671726827,1.5522918262667091,1.2459100393955853,85.88209932264562
