,date,Open,High,Low,Close,Adj Close,Volume,Return,pred
317,2021-01-04,130.6799927,130.7100067,126.2399979,127.9000015,124.892746,10508600,1.60315873,1.7074354887008667
318,2021-01-05,127.6100006,128.9400024,127.5299988,128.7299957,125.7032242,6180700,1.613562267,1.5781514644622803
319,2021-01-06,126.8899994,128.9799957,126.1200027,126.5100021,123.5354233,13629000,1.585735824,1.6128907203674316
320,2021-01-07,127.7300034,130.1699982,127.6800003,129.9199982,126.865242,9826000,1.628478317,1.6316521167755127
321,2021-01-08,130.5599976,131.1100006,129.2799988,130.7599945,127.6854782,6193800,1.639007226,1.5750977993011475
322,2021-01-11,129.4900055,130.6000061,129.1399994,129.6799927,126.6308746,8926600,1.625469976,1.6243035793304443
323,2021-01-12,129.5200043,129.6900024,127.8300018,129.0599976,126.0254669,8544600,1.617698665,1.665683388710022
324,2021-01-13,129.2299957,130.2799988,128.9799957,129.8800049,126.8261795,6802600,1.627977023,1.6245535612106323
325,2021-01-14,130.1999969,130.4700012,128.5500031,128.7400055,125.7129898,7812400,1.613687735,1.696310043334961
326,2021-01-15,128.5500031,129.1199951,127.1600037,127.4199982,124.4240112,6320600,1.597142142,1.618914246559143
327,2021-01-19,128.3000031,129.3000031,127.8499985,129.0800018,126.0449829,5784800,1.617949408,1.6401528120040894
328,2021-01-20,130.0700073,132.1000061,129.8899994,131.6399994,128.5447998,5885000,1.650037621,1.6454572677612305
329,2021-01-21,132.3500061,133.7799988,131.6399994,133.3399963,130.2048187,4472600,1.671346182,1.6180487871170044
330,2021-01-22,132.7799988,133.5,132.5099945,132.8300018,129.7068176,5621800,1.664953671,1.659498929977417
331,2021-01-25,134.3300018,134.7899933,130.6999969,133.9400024,130.7907104,9102600,1.67886694,1.7463942766189575
332,2021-01-26,134.4100037,134.6199951,133.5200043,134.0299988,130.8786011,4296700,1.679994997,1.6831032037734985
333,2021-01-27,133.3899994,133.8200073,130.3099976,131.5,128.4080963,12242300,1.648282803,1.6691642999649048
334,2021-01-28,132.1699982,134.2400055,131.7200012,132.0399933,128.9354095,8090800,1.655051332,1.6564102172851562
335,2021-01-29,131.3800049,131.8999939,128.2299957,128.9299927,125.8984909,9511600,1.616069123,1.6408658027648926
336,2021-02-01,130.4600067,132.8000031,129.5,132.1600037,129.0525665,5616300,1.656555599,1.6089524030685425
337,2021-02-02,133.4400024,134.3399963,133.25,133.9499969,130.8004761,4297500,1.678992216,1.7190314531326294
338,2021-02-03,134.2200012,134.5,133.0899963,133.4900055,130.3513184,5787400,1.673226467,1.7606823444366455
339,2021-02-04,134.2100067,135.6199951,133.8200073,135.6199951,132.4311981,4067100,1.699924758,1.617462158203125
340,2021-02-05,136.0299988,136.0500031,134.9299927,135.3200073,132.1382751,4706900,1.69616457,1.6675260066986084
341,2021-02-08,135.8699951,136.8000031,135.6799927,136.7400055,133.5248718,5856600,1.713963494,1.6424782276153564
342,2021-02-09,136.3800049,137.2299957,136.3399963,136.5800018,133.3686371,5276100,1.711957933,1.6206095218658447
343,2021-02-10,137.1300049,137.3000031,135.2200012,136.3800049,133.1733551,4732200,1.709451078,1.6455044746398926
344,2021-02-11,137.3000031,137.9700012,136.7700043,137.8800049,134.6380615,3782900,1.728252783,1.6942641735076904
345,2021-02-12,137.5200043,138.6799927,137.1399994,138.5899963,135.3313904,3377800,1.737152149,1.7289299964904785
346,2021-02-16,139.1399994,139.2400055,137.7799988,138.1399994,134.8919525,4861100,1.731511676,1.6640077829360962
347,2021-02-17,136.8699951,137.2200012,135.5399933,136.9199982,133.7006531,7637400,1.716219607,1.6769952774047852
348,2021-02-18,135.5,136.4799957,134.5299988,136.25,133.0464172,5477400,1.707821535,1.7500991821289062
349,2021-02-19,136.9499969,137.0700073,135.4400024,136.0500031,132.85112,5842800,1.70531468,1.6729373931884766
350,2021-02-22,134.3800049,134.8200073,132.9700012,133.0500031,129.9216309,7131300,1.66771127,1.6409342288970947
351,2021-02-23,130.8399963,133.5,128.6100006,132.6799927,129.5603333,12099200,1.663073386,1.7743712663650513
352,2021-02-24,131.6900024,134.8300018,130.6799927,134.7100067,131.5426331,8236100,1.688518536,1.5756995677947998
353,2021-02-25,133.5099945,134.3999939,129.4199982,130.0,126.9433823,17156900,1.629481098,1.7103064060211182
354,2021-02-26,131.2899933,132.6999969,129.5299988,130.6900024,127.6171417,17755800,1.638129913,1.7789241075515747
355,2021-03-01,132.9100037,134.9799957,132.0700073,134.8999939,131.7281342,12386900,1.690899924,1.7166932821273804
356,2021-03-02,135.0899963,135.1799927,132.5700073,132.7599945,129.6384583,12401400,1.664076166,1.6920713186264038
357,2021-03-03,132.1199951,132.5,129.2799988,129.4199982,126.3769989,14944800,1.622211082,1.6717851161956787
358,2021-03-04,129.0200043,129.9600067,124.9599991,126.5599976,123.5842438,38477800,1.586362491,1.6376234292984009
359,2021-03-05,128.1399994,129.3099976,124.7099991,128.9499969,125.9180527,23042900,1.616319866,1.6694443225860596
360,2021-03-08,128.8300018,129.4499969,125.6999969,125.8300018,122.8714066,17621200,1.577212381,1.7290098667144775
361,2021-03-09,128.7700043,130.9100037,128.6000061,130.1100006,127.050766,11493600,1.630859897,1.6954948902130127
362,2021-03-10,131.5099945,131.5299988,129.4900055,129.5899963,126.5429993,9229500,1.624341919,1.7502992153167725
363,2021-03-11,131.5399933,133.1799927,131.2599945,132.3600006,129.247879,6681400,1.659062455,1.6510509252548218
364,2021-03-12,130.7799988,131.4499969,129.9400024,131.4100037,128.3202057,6221100,1.647154746,1.6744966506958008
365,2021-03-15,131.5099945,132.8899994,130.9900055,132.8099976,129.6872864,8292500,1.664702928,1.6652562618255615
366,2021-03-16,133.8300018,135.0899963,133.2400055,133.8099976,130.6637726,6553400,1.677237398,1.6519049406051636
367,2021-03-17,132.7299957,134.5,131.7200012,133.6999969,130.5563354,9683200,1.675858599,1.6144288778305054
368,2021-03-18,131.8699951,132.1000061,129.8300018,129.9900055,126.9335861,8792400,1.629355822,1.7707726955413818
369,2021-03-19,130.0200043,130.5899963,128.9799957,129.6000061,126.5527802,13612400,1.624467386,1.7379474639892578
370,2021-03-22,130.0200043,132.5099945,129.8099976,131.8699951,129.0411987,7992100,1.652920496,1.711943507194519
371,2021-03-23,132.2299957,132.8099976,130.6999969,131.0500031,128.2387848,6464600,1.64264233,1.7336316108703613
372,2021-03-24,131.8399963,131.8600006,129.4400024,129.4600067,126.6829224,7104700,1.622712568,1.7258774042129517
373,2021-03-25,128.6900024,129.9600067,127.7200012,129.3800049,126.6046295,11286500,1.621709788,1.7235320806503296
374,2021-03-26,129.3099976,132.8099976,129.2599945,132.6699982,129.8240814,7441600,1.66294811,1.784639835357666
375,2021-03-29,132.2700043,132.6399994,130.9799957,131.9799957,129.1488495,8658900,1.654299295,1.7318966388702393
376,2021-03-30,131.0500031,131.1900024,129.9400024,130.7299957,127.9256821,6617700,1.638631207,1.7617402076721191
377,2021-03-31,131.7299957,133.6199951,131.6199951,132.8099976,129.9610596,7715200,1.664702928,1.745707392692566
378,2021-04-01,134.2599945,135.4900055,134.1300049,135.4799957,132.573761,7175800,1.69816994,1.7133783102035522
379,2021-04-05,136.2700043,138.5200043,136.0899963,138.2799988,135.3137207,6433400,1.733266494,1.6910384893417358
380,2021-04-06,138.0599976,138.5099945,137.2299957,137.6900024,134.7363739,5657800,1.725871203,1.7351632118225098
381,2021-04-07,137.5800018,138.6699982,137.0800018,138.4199982,135.4507141,5042600,1.735021312,1.7957473993301392
382,2021-04-08,139.7200012,140.4499969,139.4799957,140.4199982,137.4078369,7072300,1.760090252,1.7555019855499268
383,2021-04-09,139.9100037,141.8099976,139.6600037,141.7700043,138.7288666,4700500,1.777011863,1.7294126749038696
384,2021-04-12,141.1900024,141.5399933,140.3999939,141.0899963,138.063446,7953500,1.768488324,1.7673108577728271
385,2021-04-13,141.6300049,142.5299988,141.3699951,142.4199982,139.3648987,5657900,1.785159192,1.7781962156295776
386,2021-04-14,142.3999939,142.4700012,140.6399994,140.9100037,137.8873138,5608100,1.766232211,1.7965643405914307
387,2021-04-15,142.1999969,143.4400024,142.1799927,143.3300018,140.2553711,5514400,1.796565606,1.7350867986679077
388,2021-04-16,143.4400024,143.5700073,142.6999969,143.3000031,140.2260437,5847800,1.796189587,1.8040401935577393
389,2021-04-19,142.6600037,143.3200073,141.2599945,142.1100006,139.061554,5127000,1.781273537,1.6764887571334839
390,2021-04-20,141.8099976,142.4299927,140.0599976,140.8500061,137.8285675,4936700,1.765480174,1.7282721996307373
391,2021-04-21,140.6000061,142.3200073,140.2100067,142.2700043,139.2181091,4627100,1.783279098,1.6942058801651
392,2021-04-22,142.0200043,142.6300049,139.9799957,140.6000061,137.5839691,5826100,1.762346556,1.704207181930542
393,2021-04-23,140.8600006,143.1499939,140.8300018,142.6999969,139.6389008,4443000,1.788668828,1.6233494281768799
394,2021-04-26,142.75,143.5800018,142.6499939,143.4299927,140.3532562,3867500,1.797818938,1.7437514066696167
395,2021-04-27,143.6600037,143.7700043,142.5700073,143.0800018,140.0107269,5411000,1.793431988,1.7406460046768188
396,2021-04-28,142.25,142.4400024,141.4100037,141.75,138.7092743,5345600,1.77676112,1.7121539115905762
397,2021-04-29,142.9100037,143.0899963,140.1900024,141.6300049,138.5918274,6708300,1.775257045,1.6929140090942383
398,2021-04-30,140.1900024,140.9499969,139.3699951,139.6999969,136.7032623,5291700,1.751065418,1.6615557670593262
399,2021-05-03,140.4499969,140.7299957,138.9600067,139.3099976,136.3216248,5402900,1.746176983,1.6948596239089966
400,2021-05-04,138.2700043,138.3099976,135.2899933,136.8099976,133.8752594,9959800,1.714840808,1.7523244619369507
401,2021-05-05,137.9299927,137.9900055,136.2200012,136.4799957,133.5523376,5622900,1.71070441,1.770876407623291
402,2021-05-06,136.4199982,137.9299927,135.4400024,137.8500061,134.8929443,7169300,1.727876764,1.7765213251113892
403,2021-05-07,139.2299957,139.8500061,138.4299927,139.0299988,136.0476227,9598300,1.742667347,1.7585008144378662
