date,Open,High,Low,Close,Adj Close,Volume,Return,pred
2021-01-04,94.63999938964844,94.63999938964844,90.44000244140624,90.81999969482422,88.07980346679688,928200,0.8265004134252067,0.81035315990448
2021-01-05,90.70999908447266,93.37999725341795,90.70999908447266,92.88999938964844,90.0873565673828,272200,0.8453382862429906,0.8056011199951172
2021-01-06,92.88999938964844,94.97000122070312,92.2300033569336,93.83999633789062,91.00867462158205,372100,0.8539836603138253,0.8099303245544434
2021-01-07,93.98999786376952,94.69000244140624,93.5999984741211,93.66000366210938,90.83412170410156,296100,0.8523456508286174,0.7984367609024048
2021-01-08,94.1999969482422,94.1999969482422,92.26000213623048,93.31999969482422,90.50438690185548,276100,0.849251470907106,0.8220339417457581
2021-01-11,92.13999938964844,93.5500030517578,91.9499969482422,93.37000274658205,90.5528793334961,342600,0.849706519829031,0.7996734380722046
2021-01-12,93.4000015258789,95.12999725341795,93.26000213623048,94.95999908447266,92.09487915039062,206700,0.8641761590607745,0.7953646183013916
2021-01-13,94.62999725341795,95.0199966430664,94.0,94.62000274658205,91.76516723632812,245300,0.8610820485699806,0.7759548425674438
2021-01-14,95.33999633789062,97.45999908447266,95.33999633789062,96.25,93.3459701538086,385200,0.8759157130531205,0.7814714908599854
2021-01-15,96.36000061035156,96.36000061035156,94.16000366210938,94.3000030517578,91.4548110961914,227800,0.858169915989526,0.7452570796012878
2021-01-19,95.0,95.94000244140624,94.94000244140624,95.25,92.37614440917967,313100,0.8668152900603608,0.7834907174110413
2021-01-20,96.1999969482422,96.1999969482422,95.27999877929688,95.33000183105467,92.4537353515625,229700,0.8675433405631537,0.8204839825630188
2021-01-21,95.16000366210938,95.29000091552734,93.72000122070312,93.87000274658205,91.03778839111328,314700,0.8542567313254109,0.8352000117301941
2021-01-22,93.5,94.27999877929688,93.08999633789062,93.9499969482422,91.1153793334961,235500,0.8549847123974864,0.8575068116188049
2021-01-25,93.61000061035156,94.20999908447266,92.3000030517578,93.3000030517578,90.4849853515625,702400,0.8490694929967663,0.7793769836425781
2021-01-26,94.0500030517578,95.16000366210938,92.22000122070312,92.2300033569336,89.447265625,210500,0.8393320431717423,0.8059360384941101
2021-01-27,91.04000091552734,92.0,89.45999908447266,89.94999694824219,87.2360610961914,850900,0.8185830204264475,0.8248332738876343
2021-01-28,90.18000030517578,91.9800033569336,90.18000030517578,90.80999755859376,88.07010650634766,242700,0.8264093897546784,0.7956650853157043
2021-01-29,90.41999816894533,90.91999816894533,88.9000015258789,89.08000183105469,86.39230346679688,318200,0.8106656968584057,0.7987787127494812
2021-02-01,89.91000366210938,91.01000213623048,89.19000244140625,90.61000061035156,87.87613677978516,278600,0.8245893329284133,0.8111917972564697
2021-02-02,91.5999984741211,93.5500030517578,91.5999984741211,93.12000274658205,90.31040954589844,268600,0.8474314140808411,0.8077130913734436
2021-02-03,93.2699966430664,94.72000122070312,92.80999755859376,94.5,91.6487808227539,279600,0.8599899728157911,0.7892114520072937
2021-02-04,94.66000366210938,96.45999908447266,94.66000366210938,96.36000061035156,93.4526596069336,230600,0.8769167651367815,0.7447383403778076
2021-02-05,97.01000213623048,97.3499984741211,95.88999938964844,95.98999786376952,93.09381866455078,288500,0.873549583634402,0.7841935157775879
2021-02-08,96.66999816894533,97.4000015258789,96.3000030517578,97.4000015258789,94.4612808227539,201000,0.8863812133809377,0.8511654138565063
2021-02-09,97.33999633789062,98.62000274658205,96.58000183105467,98.2300033569336,95.26624298095705,205400,0.8939345811283004,0.8278359174728394
2021-02-10,98.8499984741211,98.8499984741211,97.22000122070312,97.62000274658205,94.67462921142578,181200,0.8883833175482597,0.8322337865829468
2021-02-11,97.66000366210938,98.87999725341795,96.98999786376952,98.19000244140624,95.22744750976562,194900,0.8935705558769038,0.8109602332115173
2021-02-12,97.55999755859376,98.30999755859376,97.51000213623048,97.91000366210938,94.95588684082033,182700,0.8910224485478461,0.8137924671173096
2021-02-16,98.23999786376952,98.62999725341795,97.47000122070312,97.6500015258789,94.7037353515625,302500,0.8886563191291276,0.8297709822654724
2021-02-17,97.27999877929688,98.16999816894533,96.5999984741211,98.0999984741211,95.14015197753906,175300,0.8927514817035825,0.7906407117843628
2021-02-18,97.33000183105467,97.41999816894533,96.37999725341795,96.8000030517578,93.87939453125,149600,0.8809209734714253,0.8742771148681641
2021-02-19,97.44000244140624,99.05999755859376,97.43000030517578,99.01000213623048,96.02271270751952,239700,0.9010328999537384,0.7955538034439087
2021-02-22,97.55999755859376,99.63999938964844,97.5,97.98999786376952,95.03348541259766,260600,0.8917504296199215,0.798923671245575
2021-02-23,97.4499969482422,98.41000366210938,96.13999938964844,98.08999633789062,95.13044738769533,230900,0.892660458033054,0.8360751867294312
2021-02-24,98.05999755859376,101.7699966430664,98.0199966430664,101.2699966430664,98.21450805664062,293900,0.9215998059272584,0.8117018938064575
2021-02-25,100.95999908447266,101.0500030517578,96.94000244140624,97.37999725341795,94.4418716430664,433400,0.8861991660398806,0.8358720541000366
2021-02-26,97.6999969482422,97.80999755859376,95.33999633789062,95.61000061035156,92.72528839111328,273500,0.8700914478922117,0.7798276543617249
2021-03-01,97.5,99.41000366210938,97.1999969482422,98.80999755859376,95.82872772216795,272000,0.8992127736967559,0.8368704319000244
2021-03-02,98.72000122070312,99.3000030517578,98.2699966430664,98.45999908447266,95.48931121826172,132600,0.8960276395354334,0.8200814723968506
2021-03-03,98.45999908447266,100.68000030517578,98.45999908447266,98.77999877929688,95.79962921142578,187600,0.8989397721158878,0.8051437139511108
2021-03-04,99.20999908447266,100.11000061035156,95.04000091552734,96.91999816894533,93.99575805664062,358600,0.8820129797948975,0.852055549621582
2021-03-05,98.12000274658205,98.3499984741211,94.12999725341795,98.0500030517578,95.0916748046875,210900,0.8922965022123749,0.8255408406257629
2021-03-08,98.87000274658205,100.22000122070312,98.4000015258789,98.4000015258789,95.4311065673828,203800,0.8954816363736974,0.831476092338562
2021-03-09,99.12999725341795,100.0,98.18000030517578,98.56999969482422,95.5959701538086,166200,0.8970286916190944,0.8622111678123474
2021-03-10,99.05999755859376,101.9000015258789,99.05999755859376,101.2699966430664,98.21450805664062,236200,0.9215998059272584,0.8517470359802246
2021-03-11,102.0,103.7300033569336,101.41000366210938,102.70999908447266,99.61106872558594,262300,0.934704437254662,0.8462426066398621
2021-03-12,102.76000213623048,105.68000030517578,102.76000213623048,105.55999755859376,102.37507629394533,368600,0.960640628897884,0.8535090088844299
2021-03-15,106.16999816894533,107.3000030517578,105.0500030517578,106.05999755859376,102.85999298095705,632900,0.9651908403942636,0.8535621762275696
2021-03-16,105.83000183105467,105.83000183105467,103.69000244140624,103.87999725341795,100.74577331542967,190000,0.9453519154928186,0.8210154175758362
2021-03-17,103.9499969482422,105.87000274658205,103.7300033569336,105.80999755859376,102.61752319335938,232800,0.9629157346460738,0.787823498249054
2021-03-18,105.62999725341795,106.62000274658205,103.86000061035156,104.13999938964844,100.99791717529295,199900,0.9477180449115372,0.8607357144355774
2021-03-19,104.13999938964844,104.5199966430664,102.05999755859376,103.97000122070312,100.83306121826172,164400,0.9461709896661402,0.8483135104179382
2021-03-22,103.98999786376952,104.18000030517578,102.75,103.12000274658205,100.00870513916016,327400,0.938435644008438,0.8501683473587036
