date,Open,High,Low,Close,Adj Close,Volume,Return,pred
2021-01-04,44.16999816894531,44.2599983215332,43.2400016784668,43.38999938964844,39.94009399414063,325600,0.9373514480768536,0.8796240091323853
2021-01-05,43.27999877929688,43.91999816894531,43.209999084472656,43.77999877929688,40.29907989501953,189100,0.9457765805446654,0.9185295104980469
2021-01-06,44.0,44.75,43.83000183105469,44.56999969482422,41.02627182006836,312100,0.9628429210048648,0.8725152015686035
2021-01-07,44.47999954223633,44.54999923706055,44.34999847412109,44.52999877929688,40.98945236206055,375200,0.9619787837238928,0.8852992653846741
2021-01-08,44.72999954223633,44.880001068115234,44.25,44.650001525878906,41.09990692138672,441000,0.9645711955668091,0.9396024942398071
2021-01-11,44.040000915527344,44.22999954223633,44.02000045776367,44.16999816894531,40.6580696105957,247400,0.9542017130124768,0.8590889573097229
2021-01-12,44.09000015258789,44.290000915527344,43.869998931884766,44.27000045776367,40.750125885009766,191800,0.9563620562149072,0.925127387046814
2021-01-13,44.209999084472656,44.5,44.16999816894531,44.40999984741211,40.87899398803711,214100,0.9593864542896432,0.9527258276939392
2021-01-14,44.630001068115234,44.790000915527344,44.470001220703125,44.72999954223633,41.17354583740234,227300,0.9662993877200868,0.9033160209655762
2021-01-15,44.31999969482422,44.470001220703125,44.02999877929688,44.369998931884766,40.84217071533203,193000,0.9585223170086709,0.9257476329803467
2021-01-19,44.61000061035156,44.61000061035156,44.20000076293945,44.290000915527344,40.768531799316406,456700,0.9567941248553934,0.913017749786377
2021-01-20,44.43999862670898,44.650001525878906,44.290000915527344,44.59999847412109,41.05387878417969,327700,0.9634909827612604,0.8973093032836914
2021-01-21,44.540000915527344,44.630001068115234,44.11000061035156,44.29999923706055,40.77773666381836,352900,0.957010117971303,0.9248963594436646
2021-01-22,43.77000045776367,43.95000076293945,43.619998931884766,43.880001068115234,40.3911361694336,314600,0.9479369237470956,0.9009304046630859
2021-01-25,43.52999877929688,43.959999084472656,43.400001525878906,43.869998931884766,40.381927490234375,335300,0.9477208482225192,0.8662521839141846
