Ticker,MAE,MSE,RMSE,MAPE
EEM,0.24827541638378306,0.06479175384272741,0.25454224372926276,18.972798289598096
EFA,0.23539351452167204,0.056562222698811546,0.23782813689471552,19.290744781553553
JPXN,0.1958315438052952,0.03928143083345334,0.19819543595515346,16.15125069036159
SPY,0.36682814795710017,0.14452709502137562,0.38016719351013917,24.76473891136376
VTI,0.3943548209303292,0.16358208083400008,0.4044528165732068,26.222768492999123
XLK,0.5538996981488744,0.3365311116407712,0.5801130162655991,29.086542591180926
AGG,0.016427390065337836,0.0003529322932391568,0.01878649230801633,1.6242118160890753
DBC,0.3793688334017751,0.15917539552314694,0.39896791289920414,29.63358660343745
