date,Open,High,Low,Close,Adj Close,Volume,Return
2019-10-01,70.9566650390625,71.86333465576172,69.62333679199219,69.80999755859375,61.237117767333984,1820400,1.0
2019-10-02,69.42666625976562,69.45333099365234,68.336669921875,68.79000091552734,60.34238815307617,1328700,0.9853889603389502
2019-10-03,68.86000061035156,70.01667022705078,67.97666931152344,70.0,61.40378952026367,1603500,1.0027217081800752
2019-10-04,70.3566665649414,71.2699966430664,70.2066650390625,71.163330078125,62.42426681518555,1213200,1.0193859413674289
2019-10-07,71.11666870117188,71.4433364868164,70.70999908447266,70.74666595458984,62.05877685546875,1224600,1.01341739620045
2019-10-08,69.836669921875,70.02666473388672,68.47666931152344,68.5566635131836,60.13772201538086,2052000,0.9820464963580869
2019-10-09,69.4366683959961,70.1500015258789,69.30000305175781,69.67666625976562,61.12016677856445,1358400,0.9980900830326457
2019-10-10,69.75,71.12000274658203,69.75,70.3566665649414,61.71666717529297,1116300,1.0078308125693431
2019-10-11,71.66666412353516,72.84666442871094,71.6433334350586,72.01667022705078,63.17282104492188,1947300,1.0316096941072788
2019-10-14,71.96666717529297,72.12333679199219,71.6066665649414,72.00666809082031,63.16403198242188,1111200,1.0314664175483292
2019-10-15,72.45333099365234,73.73666381835938,72.33000183105469,73.58999633789062,64.55292510986328,1204800,1.0541469547556452
2019-10-16,73.17333221435547,73.51333618164062,72.336669921875,72.54666900634766,63.63772201538086,1761600,1.0392017124117063
2019-10-17,73.37666320800781,73.56666564941406,72.26667022705078,72.66999816894531,63.74591445922852,1289700,1.040968352820111
2019-10-18,72.54000091552734,72.7699966430664,71.26000213623047,71.9000015258789,63.07049560546875,807600,1.0299384621168473
2019-10-21,72.5999984741211,73.32333374023438,72.41999816894531,73.31666564941406,64.31317138671875,1299900,1.05023160311497
2019-10-22,73.53333282470703,73.57333374023438,72.67666625976562,72.67666625976562,63.75175857543945,1130400,1.0410638705260775
2019-10-23,71.33999633789062,71.96333312988281,70.83999633789062,71.27666473388672,62.523681640625,1599300,1.0210094145048774
2019-10-24,72.23666381835938,73.11000061035156,72.1500015258789,73.04000091552734,64.07046508789062,1912200,1.046268492621312
2019-10-25,73.28333282470703,74.63999938964844,73.24333190917969,74.56666564941406,65.40966033935547,1859700,1.0681373479039
2019-10-28,75.12333679199219,75.98332977294922,75.01333618164062,75.92333221435547,66.5997314453125,1158600,1.087571048124312
2019-10-29,75.98999786376953,76.50333404541016,75.13666534423828,75.13666534423828,65.90966033935547,1158300,1.0763023631561324
2019-10-30,75.70999908447266,75.72666931152344,74.66666412353516,75.163330078125,65.93305206298828,1061400,1.0766843246920046
2019-10-31,75.03666687011719,75.03666687011719,73.80999755859375,74.78333282470703,65.59972381591797,862800,1.0712410176198475
2019-11-01,75.48999786376953,76.5,75.13999938964844,76.5,67.10557556152344,1989600,1.0958315810825108
2019-11-04,77.47000122070312,78.28333282470703,77.44999694824219,78.20333099365234,68.59973907470703,1991100,1.1202311091332413
2019-11-05,78.44000244140625,78.87999725341797,78.02333068847656,78.24666595458984,68.63774871826172,1091700,1.1208518649340293
2019-11-06,78.09666442871094,78.12000274658203,76.93333435058594,77.72333526611328,68.17867279052734,1633800,1.1133553643355683
2019-11-07,78.88333129882812,79.05000305175781,77.87000274658203,78.1933364868164,68.5909423828125,1491600,1.1200879418622849
2019-11-08,77.8933334350586,78.63666534423828,77.43333435058594,78.586669921875,68.93598937988281,1048500,1.1257222843463748
2019-11-11,77.92333221435547,78.38333129882812,77.62666320800781,78.26333618164062,68.6523666381836,836400,1.1210906591989453
